path	sha256	bytes
.yuan/rules/test-integrity.md	73924d897e515e2bd201650f2356c35e98237f29af7cc85d502111157729ce4b	4724
docs/decisions/OPEN-DECISIONS.md	e77cdb53b29d3a218ad892fd9e9cfb728e349293ab0a1ab880eed6e1b6b3411a	2595
